field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
fmricuffpainbegin2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (beginning) (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainmid,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (<span style=""text-decoration: underline;"">middle)</span></p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainmid2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (middle) (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainend,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (<span style=""text-decoration: underline;"">end)</span></p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainend2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (end) (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmri_dt_7,imaging_mcc1_v09,,descriptive,"<div class=""rich-text-field-label""><h5>After<span style=""font-weight: normal;""> second cuff fMRI scan (constant 120 mmHg pressure):</span></h5> <p><span style=""font-weight: normal;"">Now I will ask you about the cuff pain you just experienced.</span></p></div>",,,,,,,,,,,,,
fmricuffpaincpbegin,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (beginning)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpaincpbegin2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (beginning) (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpaincpmid,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (middle)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpaincpmid2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (middle) (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpaincpend,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (end)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpaincpend2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (end) (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmri_dt_8,imaging_mcc1_v09,,descriptive,"<div class=""rich-text-field-label""><h5>After<span style=""font-weight: normal;""> last resting fMRI scan:</span></h5></div>",,,,,,,,,,,,,
fmricuffpainrestscanbegin,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (beginning)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainrestscanbegin2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (beginning) (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainrestscanmid,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (middle)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainrestscanmid2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (middle) (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainrestscanend,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (end)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainrestscanend2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (end) (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainaftlastscanss,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Surgical site pain</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainaftlastscanss2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Surgical site pain (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainaftlastscanany,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Body pain</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffpainaftlastscanany2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Body pain (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffcompletescl,imaging_mcc1_v09,,radio,"Test Completed:","1, Yes, all scans were completed | 2, Yes, but only the scans indicated below were completed | 0, No, no scans were completed (add reason(s) to notes below)",,,,,,,,,,,,
fmricufft1yn,imaging_mcc1_v09,,yesno,"<div class=""rich-text-field-label""><p style=""text-align: right;"">T1</p></div>",,,,,,,"[fmricuffcompletescl] = '2'",,RH,,,,
fmricuffdwiyn,imaging_mcc1_v09,,yesno,"<div class=""rich-text-field-label""><p style=""text-align: right;"">DWI</p></div>",,,,,,,"[fmricuffcompletescl] = '2'",,RH,,,,
fmricuffrest1yn,imaging_mcc1_v09,,yesno,"<div class=""rich-text-field-label""><p style=""text-align: right;"">1rst Resting state</p></div>",,,,,,,"[fmricuffcompletescl] = '2'",,RH,,,,
fmricuffipyn,imaging_mcc1_v09,,yesno,"<div class=""rich-text-field-label""><p style=""text-align: right;"">fMRI individualized pressure</p></div>",,,,,,,"[fmricuffcompletescl] = '2'",,RH,,,,
fmricuffcpyn,imaging_mcc1_v09,,yesno,"<div class=""rich-text-field-label""><p style=""text-align: right;"">fMRI standard pressure</p></div>",,,,,,,"[fmricuffcompletescl] = '2'",,RH,,,,
fmricuffrest2yn,imaging_mcc1_v09,,yesno,"<div class=""rich-text-field-label""><p style=""text-align: right;"">2nd Resting state</p></div>",,,,,,,"[fmricuffcompletescl] = '2'",,RH,,,,
fmri_face_mask,imaging_mcc1_v09,,radio,"Face mask worn during imaging:","1, Yes | 0, No | 2, Mixed / not full on - Please describe in Additional notes",,,,,,,,,,,,"20211105 Added this field AHACKMAN"
fmricuffdicuploaded,imaging_mcc1_v09,,yesno,"Dicom files uploaded to TACC:",,,,,,,,,RH,,,,
fmricuffdicupdate,imaging_mcc1_v09,,text,"Upload date/time",,,datetime_mdy,,,,"[fmricuffdicuploaded] = '1'",,RH,,,,
fmricuffnotes,imaging_mcc1_v09,,notes,"Additional notes for imaging",,,,,,,,,LH,,,,
svf_anyfeedback,study_visit_feedback_v03,,radio,"Do you have any feedback about today's visit, good or bad, that you wish to share with us?","0, No | 1, Yes",,,,,,,,LV,,,,
dt_instr1,study_visit_feedback_v03,,descriptive,"Instructions:
Check only the items mentioned, do not read each selection to the participant
Select response, other or comment ",,,,,,,"[svf_anyfeedback] = '1'",,,,,,@HIDDEN-SURVEY
dt_instr2,study_visit_feedback_v03,,descriptive,"Instructions:
Thank them and you are done",,,,,,,"[svf_anyfeedback] = '0'",,,,,,@HIDDEN-SURVEY
svf_surveys,study_visit_feedback_v03,,checkbox,,"1, Surveys",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_surveys_fb,study_visit_feedback_v03,,radio,,"1, Too long | 3, Confusing / Not enough explanation | 4, Difficulties with electronic interface | 10, Other",,,,,,"[svf_surveys(1)] = '1'",,LV,,,,
svf_surveys_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_surveys_fb] = '10'",,LV,,,,
svf_surveys_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_surveys(1)] = '1'",,LV,,,,
svf_walksts,study_visit_feedback_v03,,checkbox,,"1, 6m walk /sit-to-stand tests",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_walksts_fb,study_visit_feedback_v03,,radio,,"1, Too long | 2, Too painful | 3, Confusing / Not enough explanation | 10, Other",,,,,,"[svf_walksts(1)] = '1'",,LV,,,,
svf_walksts_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_walksts_fb] = '10'",,LV,,,,
svf_walksts_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_walksts(1)] = '1'",,LV,,,,
svf_ppts,study_visit_feedback_v03,,checkbox,,"1, PPTs /Neuropen tests",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_ppts_fb,study_visit_feedback_v03,,radio,,"1, Too long | 3, Confusing / Not enough explanation | 10, Other",,,,,,"[svf_ppts(1)] = '1'",,LV,,,,
svf_ppts_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_ppts_fb] = '10'",,LV,,,,
svf_ppts_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_ppts(1)] = '1'",,LV,,,,
svf_coldwb,study_visit_feedback_v03,,checkbox,,"1, Cold water bath test",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_coldwb_fb,study_visit_feedback_v03,,radio,,"1, Too long | 2, Too painful | 3, Confusing / Not enough explanation | 10, Other",,,,,,"[svf_coldwb(1)] = '1'",,LV,,,,
svf_coldwb_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_coldwb_fb] = '10'",,LV,,,,
svf_coldwb_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_coldwb(1)] = '1'",,LV,,,,
svf_bdraw,study_visit_feedback_v03,,checkbox,,"1, Blood draw",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_bdraw_fb,study_visit_feedback_v03,,radio,,"1, Took too long | 2, Too painful | 5, Difficulty getting access | 10, Other",,,,,,"[svf_bdraw(1)] = '1'",,LV,,,,
svf_bdraw_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_bdraw_fb] = '10'",,LV,,,,
svf_bdraw_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_bdraw(1)] = '1'",,LV,,,,
svf_cuffp,study_visit_feedback_v03,,checkbox,,"1, Cuff pressure test (pre- or during imaging)",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_cuffp_fb,study_visit_feedback_v03,,radio,,"1, Too long | 2, Too painful | 3, Confusing / Not enough explanation | 10, Other",,,,,,"[svf_cuffp(1)] = '1'",,LV,,,,
svf_cuffp_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_cuffp_fb] = '10'",,LV,,,,
svf_cuffp_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_cuffp(1)] = '1'",,LV,,,,
svf_mri,study_visit_feedback_v03,,checkbox,,"1, MRI test (other than cuff portion)",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_mri_fb,study_visit_feedback_v03,,radio,,"1, Too long | 6, Claustrophobia concerns | 3, Not enough explanation | 10, Other",,,,,,"[svf_mri(1)] = '1'",,LV,,,,
svf_mri_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_mri_fb] = '10'",,LV,,,,
svf_mri_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_mri(1)] = '1'",,LV,,,,
svf_general,study_visit_feedback_v03,,checkbox,,"1, General / Other not included above",,,,,,"[svf_anyfeedback] = '1'",,LV,,,,
svf_general_fb,study_visit_feedback_v03,,radio,,"7, Logistics (finding where to go, parking) | 8, Visit too long overall | 9, Reimbursement concerns | 10, Other",,,,,,"[svf_general(1)] = '1'",,LV,,,,
svf_general_other,study_visit_feedback_v03,,text,"Other, specify",,,,,,,"[svf_general_fb] = '10'",,LV,,,,
svf_general_comments,study_visit_feedback_v03,,notes,Comments,,,,,,,"[svf_general(1)] = '1'",,LV,,,,
up_formname,form_uploads,"Use this form to upload forms/surveys that are completed on paper and have been manually entered by A2CPS staff. ",checkbox,"Select the form(s) that are included in your upload file:","3, Patient Demographics Baseline v0.3 (Demographics I) | 4, Other Pain Treatments v3 (Other Treatments) | 5, Other Medical Surgical Treatments II v0.5 | 6, Patient Global Impression of Change (PGIC) | 7, BPI-SF - The Brief Pain Inventory v2.3 - Short Form (BPI) | 8, Symptom Severity Index v1.0 (SSI) | 9, Pain Detect Questionnaire (PD-Q) | 10, Knee Injury Osteoarthritis Outcome Score (KOOS-12) | 11, PROMIS SF v1.2 - Physical Function 8b | 12, PROMIS SF v1.0 - Sleep Disturbance 6a (Sleep I) | 13, Pain-Sleep Duration (Sleep II) | 14, PROMIS SF v1.0 - Fatigue 7a | 15, Generalized Anxiety Disorder 7 Item (GAD7) Scale Score | 16, Patient Health Questionnaire Depression Scale (PHQ) Scored | 17, Pain Catastrophizing Questionnaire (PCS6) | 18, Fear-Avoidance Beliefs Questionnaire v0.3 (FABQ) | 19, Pain Resilience Scale (PRS) | 20, PROMIS SF v2.0 - Emotional Support 6a | 21, PROMIS SF v2.0 - Instrumental Support 6a | 22, Multidimensional Inventory of Subjective Cognitive Impairment v1.0 (MISCI) | 23, Adverse Childhood Experience Questionnaire (ACE) | 24, TAPS-1 | 25, TAPS-2 | 26, Opioid Use Baseline v1.0 (Opioid Use I) | 27, Opioid Use Acute Followup v1.0 (Opioid Use II) | 28, Opioid Use Longterm Followup v1.0 (Opioid Use III) | 29, Opioid Side Effects and Likeability v0.3 (Side Effects) | 30, Opioid and Pain Control Satisfaction v0.2 (Satisfaction) | 31, Current Opioid Misuse v0.2 (COMM) | 32, Rapid Assessment of Physical Activity v1.0 (RAPA) | 33, General Sensory Sensitivity v0.2 (GSS-8) | 34, The Big Five Inventory (BFI-2-S) | 35, Patient Demographics Full Part 2 v0.3 (Demographics II) | 36, Self-Administered Comorbidity Questionnaire v4 (SCQ) | 37, Expectation Items v1.2 | 38, Acute Phase Trajectory items v0.5 (Acute Daily) | 39, Daily items 6 mo v0.3 (6-Month Daily) | 40, 12-Month Remote Follow-up v2.0 (12-Month Follow-up) | 41, Functional Testing | 42, QST MCC1 v0.3 | 43, Current Medications v0.2 | 44, Blood Sample Collection and Processing v2.1 | 45, Imaging Items v1.1 | 46, Imaging MCC1 v1.2 | 47, Study Visit Feedback v0.3 | 50, Other, specify",,,,,,,,,,,,
up_formnametxt,form_uploads,,text,"Specify other form name: ",,,,,,,"[up_formname(50)]=""1""",,,,,,
up_form_file,form_uploads,,file,"Upload the file containing these forms:
[up_formname]",,,,,,,,,,,,,
pe_dt_1,patient_encounters,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""0""> <tbody> <tr> <td style=""width: 47.2649%;""> </td> <td style=""width: 32.793%;""> </td> <td style=""width: 15.8031%; border-style: solid; border-width: 1px;"">Staff Initials</td> </tr> <tr> <td style=""width: 47.2649%; border-width: 1px; border-style: solid;"">Enter date and time of patient encounter:</td> <td style=""width: 32.793%; border-width: 1px; border-style: solid;"">{pe_datetime}</td> <td style=""width: 15.8031%; border-width: 1px; border-style: solid;"">{pe_staff_init}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
pe_datetime,patient_encounters,,text,"Enter date and time of this patient encounter:",,,datetime_mdy,,,,,,,,,,
pe_staff_init,patient_encounters,,text,"Staff member initials:",,,alpha_only,,,,,,,,,,
pe_notes,patient_encounters,,notes,Notes:,,,,,,,,,LH,,,,
erep_local_dtime,reportable_eventdeviation_v03,,text,"Date of Report Entry (local time)",,,,,,,,,,,,,"@NOW @READONLY"
erep_submit_user,reportable_eventdeviation_v03,,text,"Submitted by username:",,,,,,,,,,,,,"@READONLY @USERNAME"
erep_initials,reportable_eventdeviation_v03,,text,"Staff/Investigator initials:",,,,,,,,,,,,,
erep_visit_inv,reportable_eventdeviation_v03,,radio,"Visit/encounter involved:","1, Informed Consent | 2, Baseline (pre-surgery) | 3, 6-weeks post-surgery | 4, 3-months post-surgery | 5, 6-months post surgery | 6, Other or N/A",,,,,,,,,,,,
erep_dt_1,reportable_eventdeviation_v03,,descriptive,"<div class=""rich-text-field-label""><h4>Is this event:</h4></div>",,,,,,,,,,,,,
erep_unant_prob,reportable_eventdeviation_v03,,radio,"A Reportable Event?","1, Yes | 0, No",,,,,,,,,,,,"20220522 Changed wording from ""Unanticipated Problem"" to ""A Reportable Event"" (AHACKMAN)"
erep_ae_yn,reportable_eventdeviation_v03,,radio,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Is this an adverse event?</p></div>","1, Yes | 0, No",,,,,,"[erep_unant_prob] = '1'",,,,,,
erep_ae_date,reportable_eventdeviation_v03,,text,"<div class=""rich-text-field-label""><p style=""text-align: left;"">Date of adverse event:</p></div>",,,date_mdy,,,y,"[erep_ae_yn] = '1'",,,,,,
erep_ae_dss,reportable_eventdeviation_v03,,calc,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <p style=""text-align: right;""> </p> <p style=""text-align: right;"">Date of adverse event: days since surgery</p> </div> <p> </p></div>","datediff([erep_ae_date],[sp_surg_date],'d')",,,,,,,,,,,,
